token,Symbol,Series
5108,KPIGREEN,EQ
9683,KPITTECH,EQ
14912,KPRMILL,EQ
10577,KRBL,EQ
1937,KREBSBIO,EQ
11480,KRIDHANINF,EQ
12847,KRISHANA,EQ
8671,KRISHIVAL,SM
8782,KRISHNADEF,SM
6417,KRITI,EQ
9288,KRITIKA,EQ
5359,KRSNAA,EQ
1949,KSB,EQ
14972,KSCL,EQ
5341,KSHITIJPOL,SM
18889,KSL,EQ
19087,KSOLVES,SM
8054,KTKBANK,EQ
13870,KUANTUM,EQ
24948,L&TFH,EQ
5865,LAGNAM,EQ
11654,LALPATHLAB,EQ
6407,LAMBODHARA,EQ
9392,LANCER,EQ
14423,LAOPALA,EQ
21713,LASA,EQ
6818,LATENTVIEW,EQ
3307,LATTEYS,SM
19234,LAURUSLABS,EQ
6568,LAXMICOT,EQ
1979,LAXMIMACH,EQ
7529,LCCINFOTEC,EQ
9372,LEMERITE,SM
2606,LEMONTREE,EQ
21585,LEXUS,SM
7902,LFIC,EQ
18321,LGBBROSLTD,EQ
16845,LGBFORGE,EQ
18475,LGHL,SM
11082,LIBAS,EQ
1994,LIBERTSHOE,EQ
1997,LICHSGFIN,EQ
9480,LICI,EQ
15229,LICNFNHGP,EQ
578,LIKHITHA,EQ
6951,LINC,EQ
11596,LINCOLN,EQ
1627,LINDEINDIA,EQ
11006,LIQUIDBEES,EQ
3220,LODHA,EQ
13436,LOKESHMACH,EQ
16807,LOTUSEYE,EQ
22415,LOVABLE,EQ
16863,LPDC,EQ
17801,LSIL,EQ
11483,LT,EQ
17700,LTGILTBEES,EQ
17818,LTI,EQ
18564,LTTS,EQ
2018,LUMAXIND,EQ
14014,LUMAXTECH,EQ
10440,LUPIN,EQ
11301,LUXIND,EQ
2841,LXCHEM,EQ
2028,LYKALABS,EQ
31472,LYPSAGEMS,BE
2031,M&M,EQ
13285,M&MFIN,EQ
15017,MAANALU,EQ
22347,MACPOWER,EQ
15151,MADHAV,EQ
8259,MADHAVBAUG,SM
13671,MADHUCON,EQ
4911,MADRASFERT,EQ
3507,MAFANG,EQ
21392,MAGADSUGAR,EQ
14957,MAGNUM,EQ
11377,MAHABANK,EQ
5239,MAHAPEXLTD,EQ
17527,MAHASTEEL,EQ
17603,MAHEPC,EQ
9576,MAHESHWARI,EQ
2839,MAHICKRA,SM
14937,MAHINDCIE,EQ
7074,MAHKTECH,EQ
8050,MAHLIFE,EQ
385,MAHLOG,EQ
2085,MAHSCOOTER,EQ
2088,MAHSEAMLES,EQ
24538,MAITHANALL,EQ
7965,MALLCOM,EQ
13352,MALUPAPER,EQ
7420,MANAKALUCO,EQ
7413,MANAKCOAT,EQ
15199,MANAKSIA,EQ
7463,MANAKSTEEL,EQ
13796,MANALIPETC,EQ
19061,MANAPPURAM,EQ
21697,MANAV,SM
11817,MANGALAM,EQ
15007,MANGCHEFER,EQ
2106,MANGLMCEM,EQ
11884,MANINDS,EQ
18226,MANINFRA,EQ
10227,MANORAMA,EQ
6422,MANORG,EQ
13572,MANUGRAPH,EQ
17181,MANXT50,EQ
8167,MANYAVAR,EQ
7227,MAPMYINDIA,EQ
2112,MARALOVER,EQ
18659,MARATHON,EQ
4067,MARICO,EQ
1328,MARINE,EQ
10579,MARKSANS,EQ
6757,MARSHALL,EQ
10999,MARUTI,EQ
199,MASFIN,EQ
18731,MASKINVEST,BE
5782,MASPTOP50,EQ
2124,MASTEK,EQ
21726,MATRIMONY,EQ
17022,MAWANASUG,EQ
22377,MAXHEALTH,EQ
22428,MAXIND,EQ
17468,MAXVIL,EQ
28906,MAYURUNIQ,EQ
18866,MAZDA,EQ
509,MAZDOCK,EQ
12705,MBAPL,BE
13687,MBECL,BE
18029,MBLINFRA,EQ
10447,MCDOWELL-N,EQ
22360,MCL,EQ
11943,MCLEODRUSS,EQ
31181,MCX,EQ
2132,MDL,SM
6278,MEDICAMEQ,EQ
9667,MEDICO,EQ
7254,MEDPLUS,EQ
14793,MEGASOFT,EQ
8153,MEGASTAR,EQ
6961,MENONBE,EQ
8771,MEP,EQ
11879,MERCATOR,BE
7242,METROBRAND,EQ
9581,METROPOLIS,EQ
5382,MFL,EQ
2142,MFSL,EQ
1593,MGEL,EQ
17534,MGL,EQ
1426,MHHL,SM
7886,MHLXMIRU,EQ
17333,MHRIL,EQ
7165,MICEL,BE
8506,MID150BEES,EQ
2463,MIDHANI,EQ
25897,MINDACORP,EQ
14154,MINDAIND,EQ
8900,MINDPOOL,SM
18049,MINDTECK,EQ
14356,MINDTREE,EQ
2202,MIRCELECTR,EQ
4394,MIRZAINT,EQ
8469,MITCON,EQ
18562,MITTAL,EQ
20509,MKPL,SM
13844,MMFL,EQ
16395,MMP,EQ
17957,MMTC,EQ
6934,MODIRUBBER,BE
3316,MODISNME,EQ
1507,MOGSEC,EQ
29423,MOHITIND,EQ
20830,MOIL,EQ
3586,MOKSH,EQ
5394,MOL,EQ
17625,MOLDTECH,EQ
6713,MOLDTKPAC,EQ
8654,MOLOWVOL,EQ
21423,MOM100,EQ
19289,MOM50,EQ
8182,MOMOMENTUM,EQ
22739,MON100,EQ
7679,MONARCH,EQ
7422,MONQ50,EQ
5938,MONTECARLO,EQ
28877,MORARJEE,EQ
2259,MOREPENLAB,EQ
4204,MOTHERSON,EQ
14947,MOTILALOFS,EQ
2268,MOTOGENFIN,EQ
4503,MPHASIS,EQ
10578,MPSLTD,EQ
21792,MPTODAY,SM
2277,MRF,EQ
8998,MRO-TEK,EQ
2283,MRPL,EQ
11919,MSPL,EQ
9356,MSTCLTD,EQ
8596,MSUMI,EQ
2709,MTARTECH,EQ
31409,MTEDUCARE,EQ
2294,MTNL,EQ
11325,MUKANDLTD,EQ
8687,MUKTAARTS,EQ
13511,MUNJALAU,EQ
2307,MUNJALSHOW,EQ
2313,MURUDCERA,EQ
10415,MUTHOOTCAP,EQ
23650,MUTHOOTFIN,EQ
20425,NACLIND,EQ
17299,NAGAFERT,BE
14942,NAGREEKCAP,EQ
14702,NAGREEKEXP,EQ
15360,NAHARCAP,EQ
13106,NAHARINDUS,EQ
14445,NAHARPOLY,EQ
14440,NAHARSPING,EQ
357,NAM-INDIA,EQ
2726,NARMADA,SM
3918,NATCOPHARM,EQ
11065,NATHBIOGEN,EQ
6364,NATIONALUM,EQ
13751,NAUKRI,EQ
14672,NAVINFLUOR,EQ
10557,NAVKARCORP,EQ
2385,NAVNETEDUL,EQ
2987,NAZARA,EQ
31415,NBCC,EQ
19111,NBIFIN,EQ
4014,NBVENTURES,EQ
2319,NCC,EQ
14490,NCLIND,EQ
18371,NDGL,EQ
31258,NDL,EQ
22255,NDRAUTO,EQ
11427,NDTV,EQ
13522,NECCLTD,EQ
11927,NECLIFE,EQ
14761,NELCAST,EQ
2388,NELCO,EQ
9917,NEOGEN,EQ
15409,NESCO,EQ
17963,NESTLEIND,EQ
14111,NETWORK18,EQ
2406,NEULANDLAB,EQ
1164,NEWGEN,EQ
9867,NEXTMEDIA,EQ
13925,NFL,EQ
5401,NGIL,EQ
10277,NGLFINE,EQ
11840,NH,EQ
17400,NHPC,EQ
399,NIACL,EQ
29733,NIBL,EQ
6592,NIDAN,SM
29577,NIF100BEES,EQ
10576,NIFTYBEES,EQ
11522,NIITLTD,EQ
9253,NILAINFRA,EQ
7411,NILASPACES,EQ
2421,NILKAMAL,EQ
6782,NIPPOBATRY,EQ
255,NIRAJ,EQ
13300,NITCO,EQ
13175,NITINSPIN,EQ
3247,NITIRAJ,EQ
9409,NKIND,BE
8585,NLCINDIA,EQ
15332,NMDC,EQ
2442,NOCIL,EQ
10786,NOIDATOLL,EQ
9007,NOVARTIND,EQ
12978,NPBET,EQ
5299,NPST,SM
20314,NRAIL,EQ
7553,NRBBEARING,EQ
7260,NRL,SM
11239,NSIL,EQ
11630,NTPC,EQ
10791,NUCLEUS,EQ
2350,NURECA,EQ
5426,NUVOCO,EQ
9847,NV20BEES,EQ
14547,NXTDIGITAL,EQ
6545,NYKAA,EQ
10768,OAL,EQ
8797,OBCL,EQ
20242,OBEROIRLTY,EQ
12231,OCCL,EQ
10738,OFSS,EQ
17438,OIL,EQ
8109,OILCOUNTUB,BE
10637,OLECTRA,EQ
10922,OMAXAUTO,EQ
14853,OMAXE,EQ
117,OMFURN,SM
24231,OMINFRAL,EQ
21511,OMKARCHEM,EQ
25496,ONELIFECAP,BE
9939,ONEPOINT,EQ
2475,ONGC,EQ
15278,ONMOBILE,EQ
2481,ONWARDTEC,EQ
21469,OPTIEMUS,EQ
31475,ORBTEXP,EQ
929,ORCHPHARMA,BE
10159,ORICONENT,EQ
13111,ORIENTABRA,EQ
14346,ORIENTALTL,EQ
14278,ORIENTBELL,EQ
30089,ORIENTCEM,EQ
2972,ORIENTELEC,EQ
2493,ORIENTHOT,EQ
18208,ORIENTLTD,EQ
2496,ORIENTPPR,EQ
19935,ORISSAMINE,BE
2979,ORTINLAB,EQ
9524,OSIAHYPER,SM
2514,OSWALAGRO,EQ
3597,OSWALSEEDS,SM
14413,PAGEIND,EQ
25468,PAISALO,EQ
21383,PALASHSECU,EQ
17062,PALREDTEC,EQ
4055,PANACEABIO,EQ
16292,PANACHE,EQ
25392,PANAMAPET,EQ
6141,PANSARI,EQ
5631,PAR,EQ
13951,PARACABLES,EQ
9741,PARADEEP,EQ
17130,PARAGMILK,EQ
5911,PARAS,EQ
5460,PARIN,SM
13791,PARSVNATH,EQ
2599,PARTYCRUS,SM
21657,PASHUPATI,SM
6045,PASUPTAC,EQ
17030,PATANJALI,BE
11699,PATELENG,EQ
15219,PATINTLOG,EQ
2633,PAVNAIND,SM
6705,PAYTM,EQ
13055,PBAINFRA,EQ
2649,PCBL,EQ
29124,PCJEWELLER,EQ
15377,PDMJEPAPER,EQ
5264,PDSL,EQ
2610,PEARLPOLY,EQ
2412,PEL,EQ
20621,PENIND,EQ
2256,PENINLAND,EQ
2822,PENTAGOLD,SM
11250,PERFECT,SM
18365,PERSISTENT,EQ
11351,PETRONET,EQ
14299,PFC,EQ
2643,PFIZER,EQ
13496,PFOCUS,EQ
22602,PFS,EQ
25362,PGEL,BE
2535,PGHH,EQ
940,PGHL,EQ
14260,PGIL,EQ
4973,PHARMABEES,EQ
14552,PHOENIXLTD,EQ
2664,PIDILITIND,EQ
2738,PIGL,SM
24184,PIIND,EQ
11445,PILANIINVS,EQ
30835,PILITA,EQ
18992,PIONDIST,EQ
13463,PIONEEREMB,EQ
14134,PITTIENG,EQ
9087,PIXTRANS,EQ
10318,PKTEA,BE
13920,PLASTIBLEN,EQ
10666,PNB,EQ
8736,PNBGILTS,EQ
18908,PNBHOUSING,EQ
9342,PNC,EQ
9385,PNCINFRA,EQ
20446,PODDARHOUS,EQ
19036,PODDARMENT,EQ
17651,POKARNA,EQ
6656,POLICYBZR,EQ
9590,POLYCAB,EQ
25718,POLYMED,EQ
2687,POLYPLEX,EQ
10661,PONNIERODE,EQ
11403,POONAWALLA,EQ
14977,POWERGRID,EQ
18457,POWERINDIA,EQ
10473,POWERMECH,EQ
15209,PPAP,EQ
10297,PPL,EQ
13941,PRAENG,EQ
2705,PRAJIND,EQ
2708,PRAKASH,EQ
19599,PRAKASHSTL,EQ
1204,PRAXIS,EQ
12603,PRECAM,EQ
7950,PRECISION,SM
2711,PRECOT,EQ
2717,PRECWIRE,EQ
17397,PREMEXPLN,EQ
6248,PREMIER,BE
3908,PREMIERPOL,EQ
11671,PRESSMN,EQ
20302,PRESTIGE,EQ
19631,PRICOLLTD,EQ
11864,PRIMESECU,EQ
16045,PRINCEPIPE,EQ
8304,PRITI,EQ
5292,PRITIKAUTO,EQ
8825,PRIVISCL,EQ
19352,PROLIFE,SM
8735,PROPEQUITY,SM
28859,PROZONINTU,EQ
2739,PRSMJOHNSN,EQ
9553,PRUDENT,EQ
21001,PSB,EQ
20877,PSPPROJECT,EQ
15032,PSUBNKBEES,EQ
11355,PTC,EQ
14101,PTL,EQ
507,PULZ,SM
4344,PUNJABCHEM,EQ
14922,PURVA,EQ
4010,PVP,EQ
13147,PVR,EQ
15330,QGOLDHALF,EQ
16819,QNIFTY,EQ
5870,QUADPRO,SM
17704,QUESS,EQ
13116,QUICKHEAL,EQ
10932,RADAAN,EQ
10990,RADICO,EQ
19877,RADIOCITY,EQ
2431,RAILTEL,EQ
15337,RAIN,EQ
9408,RAINBOW,EQ
7401,RAJESHEXPO,EQ
2168,RAJMET,EQ
18962,RAJRATAN,EQ
2809,RAJSREESUG,EQ
14403,RAJTV,EQ
2816,RALLIS,EQ
13565,RAMANEWS,EQ
10300,RAMASTEEL,EQ
2043,RAMCOCEM,EQ
4587,RAMCOIND,EQ
7851,RAMCOSYS,EQ
20134,RAMKY,EQ
2837,RANASUG,EQ
16751,RANEENGINE,EQ
2844,RANEHOLDIN,EQ
7177,RATEGAIN,EQ
13451,RATNAMANI,EQ
2859,RAYMOND,EQ
1494,RBA,EQ
16745,RBL,EQ
18391,RBLBANK,EQ
2866,RCF,EQ
13188,RCOM,BE
15355,RECLTD,EQ
14255,REDINGTON,EQ
17764,REFEX,EQ
9051,REGENCERAM,BE
24225,RELAXO,EQ
4692,RELCAPITAL,BE
9652,RELCHEMQ,EQ
51,RELIABLE,SM
2885,RELIANCE,EQ
15068,RELIGARE,EQ
553,RELINFRA,EQ
3965,REMSONSIND,EQ
12026,RENUKA,EQ
29598,REPCOHOME,EQ
1480,REPL,EQ
13126,REPRO,EQ
20323,RESPONIND,EQ
11961,REVATHI,EQ
5309,REXPIPES,SM
15129,RGL,EQ
21733,RHFL,EQ
31163,RHIM,EQ
8208,RICHA,SM
2909,RICOAUTO,EQ
2912,RIIL,EQ
9854,RILINFRA,SM
8944,RITCO,EQ
3761,RITES,EQ
20950,RKDL,EQ
1547,RKEC,EQ
11411,RKFORGE,EQ
21816,RMDRIP,SM
11975,RML,EQ
13182,ROHLTD,EQ
5279,ROLEXRINGS,EQ
19104,ROLLT,EQ
2918,ROLTA,EQ
366,ROML,BE
19410,ROSSARI,EQ
28913,ROSSELLIND,EQ
9049,ROTO,EQ
128,ROUTE,EQ
16725,RPGLIFE,EQ
15259,RPOWER,EQ
20760,RPPINFRA,EQ
6913,RPPL,EQ
8119,RPSGVENT,EQ
6429,RSSOFTWARE,EQ
2794,RSWM,EQ
13414,RSYSTEMS,EQ
27297,RTNINDIA,EQ
17520,RTNPOWER,EQ
2939,RUBYMILLS,EQ
8423,RUCHINFRA,BE
13821,RUCHIRA,EQ
25724,RUPA,EQ
24595,RUSHIL,EQ
1565,RVHL,EQ
9552,RVNL,EQ
18501,SABEVENTS,BE
13236,SADBHAV,EQ
10618,SADBHIN,EQ
13035,SAFARI,EQ
8175,SAGARDEEP,EQ
14068,SAGCEM,EQ
2963,SAIL,EQ
9540,SAKAR,BE
2969,SAKHTISUG,EQ
11794,SAKSOFT,EQ
13251,SAKUMA,EQ
21362,SALASAR,EQ
17351,SALONA,EQ
11634,SALSTEEL,EQ
11399,SALZERELEC,EQ
4127,SAMBHAAV,EQ
19049,SANCO,EQ
2988,SANDESH,EQ
2397,SANDHAR,EQ
4184,SANGAMIND,EQ
2997,SANGHIIND,EQ
14058,SANGHVIMOV,EQ
11032,SANGINITA,EQ
1442,SANOFI,EQ
5751,SANSERA,EQ
6718,SAPPHIRE,EQ
17758,SARDAEN,EQ
4892,SAREGAMA,EQ
14043,SARLAPOLY,EQ
1798,SARVESHWAR,SM
11983,SASKEN,EQ
20063,SASTASUNDR,EQ
13899,SATHAISPAT,BE
11045,SATIA,EQ
10453,SATIN,EQ
6792,SBC,EQ
4656,SBCL,EQ
17971,SBICARD,EQ
21808,SBILIFE,EQ
3045,SBIN,EQ
17,SCAPDVR,EQ
1011,SCHAEFFLER,EQ
20698,SCHAND,EQ
31234,SCHNEIDER,EQ
3048,SCI,EQ
1338,SDBL,EQ
1143,SDL24BEES,EQ
3022,SDL26BEES,EQ
2616,SEAMECLTD,EQ
13025,SECL,SM
412,SECURCRED,SM
11062,SECURKLOUD,BE
7094,SEJALLTD,BE
13598,SELAN,EQ
15308,SEPC,EQ
27303,SEPOWER,EQ
14296,SEQUENT,EQ
5507,SERVOTECH,EQ
3066,SESHAPAPER,EQ
17514,SETCO,EQ
25414,SETUINFRA,EQ
10836,SEYAIND,BE
19184,SFL,EQ
5114,SGIL,EQ
13367,SGL,EQ
11856,SHAHALLOYS,EQ
8727,SHAILY,EQ
10683,SHAIVAL,SM
25574,SHAKTIPUMP,EQ
714,SHALBY,EQ
15342,SHALPAINTS,EQ
20321,SHANKARA,EQ
5655,SHANTI,BE
3078,SHANTIGEAR,EQ
4992,SHARDACROP,EQ
10530,SHARDAMOTR,EQ
104,SHAREINDIA,EQ
17044,SHARIABEES,EQ
5068,SHEMAROO,EQ
8394,SHIGAN,SM
17752,SHILPAMED,EQ
7016,SHIVALIK,EQ
13756,SHIVAMAUTO,EQ
1497,SHIVAMILLS,EQ
804,SHIVATEX,EQ
13446,SHIVAUM,SM
11212,SHK,EQ
11813,SHOPERSTOP,EQ
708,SHRADHA,EQ
3099,SHREDIGCEM,EQ
3103,SHREECEM,EQ
10588,SHREEPUSHK,EQ
7627,SHREERAMA,EQ
11149,SHRENIK,EQ
3126,SHREYANIND,EQ
3129,SHREYAS,EQ
17190,SHRIPISTON,BE
11739,SHRIRAMCIT,EQ
7200,SHRIRAMPPS,EQ
6451,SHUBHLAXMI,SM
10188,SHYAMCENT,EQ
4693,SHYAMMETL,EQ
13741,SHYAMTEL,BE
7629,SICAL,BE
3148,SIDDHIKA,SM
3150,SIEMENS,EQ
6663,SIGACHI,EQ
4522,SIGIND,EQ
662,SIGMA,SM
6218,SIKKO,EQ
11298,SIL,BE
2492,SILGO,EQ
4105,SILINV,EQ
19097,SILLYMONKS,EQ
8003,SILVER,EQ
8080,SILVERBEES,EQ
9422,SILVERTUC,EQ
14612,SIMBHALS,EQ
3162,SIMPLEXINF,EQ
381,SINTERCOM,EQ
11050,SIRCA,EQ
21501,SIS,EQ
13998,SITINET,EQ
14096,SIYSIL,EQ
6643,SJS,EQ
18883,SJVN,EQ
3186,SKFINDIA,EQ
9428,SKIPPER,EQ
4732,SKMEGGPROD,EQ
1123,SKSTEXTILE,SM
9889,SMARTLINK,EQ
2320,SMCGLOBAL,EQ
3387,SMLISUZU,EQ
6843,SMLT,EQ
21551,SMSLIFE,EQ
14329,SMSPHARMA,EQ
847,SMVD,SM
4843,SNOWMAN,EQ
13826,SOBHA,EQ
8268,SOFTTECH,BE
3672,SOLARA,EQ
13332,SOLARINDS,EQ
1231,SOLEX,SM
3880,SOMANYCERA,EQ
4201,SOMATEX,EQ
17794,SOMICONVEY,EQ
4684,SONACOMS,EQ
13616,SONAHISONA,SM
8806,SONAMCLOCK,EQ
6596,SONATSOFTW,EQ
9458,SONUINFRA,SM
13076,SORILINFRA,EQ
3021,SOTL,EQ
5948,SOUTHBANK,EQ
9678,SOUTHWEST,EQ
18252,SPAL,EQ
11435,SPANDANA,EQ
14788,SPARC,EQ
19375,SPCENET,BE
27107,SPECIALITY,EQ
5060,SPECTRUM,SM
8163,SPENCERS,EQ
3252,SPIC,EQ
11446,SPICEJET,EQ
11935,SPLIL,EQ
9617,SPLPETRO,EQ
7166,SPMLINFRA,BE
8521,SPRL,SM
21462,SPTL,EQ
31837,SREEL,EQ
7206,SREINFRA,BE
3273,SRF,EQ
14582,SRHHYPOLTD,EQ
20993,SRIRAM,SM
143,SRPL,BE
4306,SRTRANSFIN,EQ
2686,SSINFRA,SM
11829,SSWL,EQ
18018,STAMPEDE,BE
7374,STAR,EQ
21091,STARCEMENT,EQ
7083,STARHEALTH,EQ
3291,STARPAPER,EQ
9305,STARTECK,EQ
10948,STCINDIA,EQ
6803,STEELCAS,EQ
10406,STEELCITY,EQ
21339,STEELXIND,EQ
21484,STEL,EQ
4299,STERTOOLS,EQ
9309,STLTECH,EQ
2107,STOVEKRAFT,EQ
5186,STYLAMIND,EQ
9666,SUBCAPCITY,BE
967,SUBEXLTD,EQ
3324,SUBROS,EQ
3327,SUDARSCHEM,EQ
20790,SUMEETINDS,EQ
17105,SUMICHEM,EQ
11140,SUMIT,EQ
21275,SUMMITSEC,EQ
29008,SUNCLAYLTD,EQ
18931,SUNDARAM,EQ
3339,SUNDARMFIN,EQ
2183,SUNDARMHLD,EQ
4179,SUNDRMBRAK,EQ
3345,SUNDRMFAST,EQ
3348,SUNFLAG,EQ
3351,SUNPHARMA,EQ
17641,SUNTECK,EQ
13404,SUNTV,EQ
20616,SUPERHOUSE,EQ
3357,SUPERSPIN,EQ
11689,SUPRAJIT,EQ
1389,SUPREMEENG,EQ
3363,SUPREMEIND,EQ
15002,SUPREMEINF,EQ
7390,SUPRIYA,EQ
21077,SURANASOL,EQ
10700,SURANAT&P,EQ
8513,SURANI,SM
11852,SURYALAXMI,EQ
3375,SURYAROSNI,EQ
2970,SURYODAY,EQ
13801,SUTLEJTEX,EQ
638,SUULD,EQ
11233,SUVEN,EQ
17945,SUVENPHAR,EQ
2998,SUVIDHAA,EQ
12018,SUZLON,EQ
3262,SVLL,SM
5020,SVPGLOB,EQ
27095,SWANENERGY,EQ
8608,SWARAJ,SM
3384,SWARAJENG,EQ
11909,SWELECTES,EQ
12489,SWSOLAR,EQ
24190,SYMPHONY,EQ
10243,SYNGENE,EQ
3396,TAINWALCHM,EQ
9354,TAJGVK,EQ
14917,TAKE,EQ
13648,TALBROAUTO,EQ
13976,TANLA,EQ
2117,TARACHAND,SM
1581,TARC,EQ
14771,TARMAT,EQ
6943,TARSONS,EQ
20092,TASTYBITE,EQ
3405,TATACHEM,EQ
724,TATACOFFEE,EQ
3721,TATACOMM,EQ
3432,TATACONSUM,EQ
3411,TATAELXSI,EQ
1621,TATAINVEST,EQ
3423,TATAMETALI,EQ
3456,TATAMOTORS,EQ
16965,TATAMTRDVR,EQ
3426,TATAPOWER,EQ
3499,TATASTEEL,EQ
1639,TATASTLLP,EQ
5162,TATVA,EQ
27037,TBZ,EQ
10580,TCI,EQ
23452,TCIDEVELOP,EQ
19223,TCIEXP,EQ
4172,TCNSBRANDS,EQ
184,TCPLPACK,EQ
11536,TCS,EQ
25178,TDPOWERSYS,EQ
12716,TEAMLEASE,EQ
6462,TECH,EQ
25190,TECHIN,EQ
13538,TECHM,EQ
6445,TECHNOE,EQ
7105,TEGA,EQ
21131,TEJASNET,EQ
3275,TEMBO,EQ
19292,TERASOFT,EQ
11549,TEXINFRA,EQ
18214,TEXMOPIPES,EQ
21828,TEXRAIL,EQ
3466,TFCILTD,EQ
14319,TFL,EQ
14607,TGBHOTELS,EQ
18118,THANGAMAYL,EQ
21427,THEINVEST,EQ
28842,THEJO,SM
14485,THEMISMED,EQ
3475,THERMAX,EQ
3481,THOMASCOOK,EQ
31021,THOMASCOTT,BE
17032,THYROCARE,EQ
19196,TI,EQ
14019,TIDEWATER,EQ
14223,TIIL,EQ
312,TIINDIA,EQ
25482,TIJARIA,EQ
3484,TIL,EQ
7800,TIMESCAN,SM
10717,TIMESGTY,EQ
14707,TIMETECHNO,EQ
14198,TIMKEN,EQ
3493,TINPLATE,EQ
9117,TIPSINDLTD,EQ
3496,TIRUMALCHM,EQ
21868,TIRUPATI,SM
22282,TIRUPATIFL,EQ
3506,TITAN,EQ
19205,TMRVL,EQ
3509,TNPETRO,EQ
3980,TNPL,EQ
9884,TNTELE,BE
3837,TOKYOPLAST,EQ
3518,TORNTPHARM,EQ
13786,TORNTPOWER,EQ
22423,TOTAL,EQ
16908,TOUCHWOOD,EQ
9219,TPLPLASTEH,EQ
21260,TRANSWIND,SM
25086,TREEHOUSE,BE
7518,TREJHARA,EQ
1964,TRENT,EQ
9685,TRIDENT,EQ
5428,TRIGYN,EQ
15174,TRIL,EQ
25584,TRITURBINE,EQ
13081,TRIVENI,EQ
11369,TTKHLTCARE,EQ
3546,TTKPRESTIG,EQ
14314,TTL,EQ
8954,TTML,EQ
14208,TV18BRDCST,EQ
11265,TVSELECT,EQ
8479,TVSMOTOR,EQ
14245,TVSSRICHAK,EQ
11275,TVTODAY,EQ
18508,TVVISION,BE
15414,TWL,EQ
16713,UBL,EQ
3570,UCALFUEL,EQ
4212,UCL,SM
11223,UCOBANK,EQ
7276,UDAICEMENT,EQ
1053,UFLEX,EQ
9039,UFO,EQ
19578,UGARSUGAR,EQ
5313,UGROCAP,EQ
25540,UJAAS,BE
17069,UJJIVAN,EQ
15228,UJJIVANSFB,EQ
11532,ULTRACEMCO,EQ
8842,UMAEXPORTS,EQ
11387,UMANGDAIRY,EQ
19142,UMESLTD,EQ
3579,UNICHEMLAB,EQ
201,UNIDT,EQ
11293,UNIENTER,EQ
7791,UNIINFO,EQ
10753,UNIONBANK,EQ
7560,UNITEDPOLY,EQ
17999,UNITEDTEA,EQ
18977,UNIVASTU,EQ
3607,UNIVCABLES,EQ
17659,UNIVPHOTO,EQ
11287,UPL,EQ
2322,URAVI,SM
20203,URJA,EQ
8840,USHAMART,EQ
527,UTIAMC,EQ
21478,UTINEXT50,EQ
9168,UTISXN50,EQ
8356,UTTAMSTL,BE
13376,UTTAMSUGAR,EQ
5945,UWCSL,SM
14766,V2RETAIL,EQ
24196,VADILALIND,EQ
11364,VAIBHAVGBL,EQ
16589,VAISHALI,EQ
13342,VAKRANGEE,EQ
330,VALIANTORG,EQ
11220,VARDHACRLC,EQ
3646,VARDMNPOLY,EQ
3857,VARROC,EQ
18110,VASCONEQ,EQ
25340,VASWANI,EQ
18921,VBL,EQ
9020,VCL,EQ
3063,VEDL,EQ
3757,VENKEYS,EQ
9592,VENUSPIPES,EQ
13859,VENUSREM,EQ
2666,VERA,SM
8890,VERANDA,EQ
18863,VERTOZ,EQ
3676,VESUVIUS,EQ
8652,VETO,EQ
15362,VGUARD,EQ
11892,VHL,EQ
13536,VIDHIING,EQ
5585,VIJAYA,EQ
17691,VIJIFIN,EQ
25756,VIKASECO,EQ
9933,VIKASLIFE,BE
12148,VIKASPROP,EQ
13101,VIMTALABS,EQ
17364,VINATIORGA,EQ
3694,VINDHYATEL,EQ
3807,VINEETLAB,EQ
5643,VINNY,SM
16821,VINYLINDIA,EQ
14843,VIPCLOTHNG,EQ
3703,VIPIND,EQ
8424,VIPULLTD,EQ
4221,VISAKAIND,EQ
13295,VISASTEEL,EQ
7303,VISESHINFO,EQ
11773,VISHAL,EQ
6908,VISHNU,EQ
13702,VISHWARAJ,EQ
29877,VIVIDHA,EQ
11965,VIVIMEDLAB,EQ
7610,VIVO,SM
3715,VLSFINANCE,EQ
3188,VMARCIND,SM
29284,VMART,EQ
13577,VOLTAMP,EQ
3718,VOLTAS,EQ
8696,VRLLOG,EQ
20973,VSCL,SM
27067,VSSL,EQ
3724,VSTIND,EQ
24292,VSTTILLERS,EQ
2073,VTL,EQ
20188,WABAG,EQ
3736,WALCHANNAG,EQ
5013,WALPAR,SM
14067,WANBURY,BE
3745,WATERBASE,EQ
1923,WEALTH,EQ
14602,WEBELSOLAR,EQ
3748,WEIZMANIND,EQ
11821,WELCORP,EQ
11626,WELENT,EQ
19800,WELINV,EQ
11253,WELSPUNIND,EQ
4235,WENDT,EQ
11580,WESTLIFE,EQ
9862,WEWIN,EQ
7835,WFL,EQ
3766,WHEELS,EQ
18011,WHIRLPOOL,EQ
3772,WILLAMAGOR,EQ
5366,WINDLAS,EQ
24969,WINDMACHIN,EQ
12052,WINPRO,EQ
20491,WIPL,BE
3787,WIPRO,EQ
7506,WOCKPHARMA,EQ
3002,WONDERLA,EQ
22277,WORTH,EQ
3799,WSTCSTPAPR,EQ
11705,XCHANGING,EQ
8477,XELPMOC,EQ
11410,XPROINDIA,BE
24999,YAARI,EQ
11915,YESBANK,EQ
5501,YUKEN,EQ
3812,ZEEL,EQ
20852,ZEELEARN,EQ
